,title,book_id,publication_year,ratings_count,language_code,average_rating,economics,politics,sociology,society,political-science,government,history,philosophy,theory
10811,The Diary of Olga Romanov: Royal Witness to the Russian Revolution,17795465,2013.0,237,en-GB,3.75,0,0,0,0,0,0,1,0,0
10812,Active Hope: How to Face the Mess We're in without Going Crazy,13235686,2012.0,288,,4.14,0,0,0,1,0,0,0,1,0
10838,Island of the Lost: Shipwrecked at the Edge of the World,6571122,2007.0,710,en-US,3.97,0,0,0,0,0,0,1,0,0
10840,Deconstruction: Theory and Practice,1198972,2002.0,102,,3.67,0,0,0,0,0,0,0,1,1
10884,The Way of Perfection,968250,1991.0,1492,,4.32,0,0,0,0,0,0,1,1,0
10891,Socialnomics: How Social Media Transforms the Way We Live and Do Business,6465323,2009.0,1949,,3.82,1,0,1,0,0,0,0,0,0
10909,A Planet of Viruses,10840041,2011.0,1892,,3.97,0,0,0,0,0,0,1,0,0
10935,The Dark Heart of Italy,142538,,668,en-US,3.68,0,1,0,0,0,0,1,0,0
10939,DisneyWar,8218432,,178,,4.02,0,0,0,0,0,0,1,0,0
10973,Fabulous Feasts: Medieval Cookery and Ceremony,1589104,1976.0,116,,3.86,0,0,0,0,0,0,1,0,0
10985,50 Facts That Should Change The World 2.0,1391961,,206,eng,3.75,0,1,0,0,0,0,1,0,0
10987,"The Skeletons in God's Closet: The Mercy of Hell, the Surprise of Judgment, the Hope of Holy War",21548888,2014.0,236,eng,4.23,0,0,0,0,0,0,0,1,0
10992,Hidden Agendas,185431,2000.0,358,,4.2,0,1,0,0,0,0,1,0,0
11025,The Dawkins Delusion?: Atheist Fundamentalism and the Denial of the Divine,621288,2007.0,1068,eng,3.34,0,0,0,0,0,0,0,1,0
11050,Crisis and Leviathan: Critical Episodes in the Growth of American Government,16611,1989.0,136,,4.34,0,1,0,0,0,0,1,0,0
11053,"Leviathan and the Air-Pump: Hobbes, Boyle, and the Experimental Life",16614,1989.0,243,,3.94,0,0,0,0,0,0,1,1,0
11054,"The Smartest Investment Book You'll Ever Read: The Simple, Stress-Free Way to Reach Your Investment Goals",161899,,342,,3.67,1,0,0,0,0,0,0,0,0
11072,Understanding Life,2074149,,273,eng,3.82,0,0,0,0,0,0,0,1,0
11080,"The Wisdom of Crowds: Why the Many Are Smarter Than the Few and How Collective Wisdom Shapes Business, Economies, Societies and Nations",236382,2004.0,313,,3.8,1,0,1,0,0,0,0,0,0
11081,Fooled by Randomness: The Hidden Role of Chance in the Markets and in Life,236383,2001.0,119,en-US,4.05,1,0,0,0,0,0,0,1,0
11085,Louise Brooks: A Biography,571828,2000.0,733,eng,4.19,0,0,0,0,0,0,1,0,0
11090,Japan,1136790,2000.0,152,eng,4.11,0,0,0,0,0,0,1,0,0
11091,Hunting Eichmann: How a Band of Survivors and a Young Spy Agency Chased Down the World's Most Notorious Nazi,7391623,2010.0,104,eng,4.17,0,0,0,0,0,0,1,0,0
11093,The Mastery of Self: A Toltec Guide to Personal Freedom,27135326,2016.0,198,,4.41,0,0,0,0,0,0,0,1,0
11126,The Simple Life,21800770,,240,,3.67,0,0,0,0,0,0,0,1,0
11128,Managing With Power: Politics and Influence in Organizations,198363,1993.0,214,,3.88,0,1,0,0,0,0,0,0,0
11165,The Intelligence of Evil or the Lucidity Pact,22618,2005.0,216,eng,3.87,0,0,1,0,0,0,0,1,0
11166,"The Spirit in Man, Art and Literature (Collected Works 15)",1436473,1971.0,225,en-US,4.28,0,0,0,0,0,0,0,1,1
11171,The Element Encyclopedia of 5000 Spells: The Ultimate Reference Book for the Magical Arts,436280,2004.0,2549,eng,4.27,0,0,0,0,0,0,1,1,0
11175,Simulacra and Simulation,22613,1994.0,7961,eng,3.98,0,0,0,0,0,0,0,1,1
11185,Alexander the Great,7841459,2011.0,647,eng,4.13,0,0,0,0,0,0,1,0,0
11196,Collapse: How Societies Choose to Fail or Succeed: Revised Edition,20408500,,301,eng,3.92,0,1,0,0,0,0,1,0,0
11205,Narrative of the Life of Frederick Douglass,27845896,,248,en-US,3.97,0,0,0,0,0,0,1,0,0
11227,The Cyclist Who Went Out in the Cold: Adventures Along the Iron Curtain Trail,29976236,,109,,4.03,0,0,0,0,0,0,1,0,0
11261,Homage to Catalonia / Down and Out in Paris and London,7802296,2010.0,294,en-US,4.23,0,1,0,0,0,0,1,0,0
11276,Biocentrism: How Life and Consciousness are the Keys to Understanding the True Nature of the Universe,7993646,2010.0,324,en-CA,3.89,0,0,0,0,0,0,0,1,0
11280,Confronting Collapse: The Crisis of Energy and Money in a Post Peak Oil World: A 25-Point Program for Action,7293939,2010.0,233,,3.89,1,1,0,0,0,0,0,0,0
11286,"Brothers in Arms: The Epic Story of the 761st Tank Battalion, WWII's Forgotten Heroes",170212,2005.0,179,,4.02,0,0,0,0,0,0,1,0,0
11296,One Mistake (The One Series: Novella #2),21411106,,127,,3.45,0,0,0,0,0,0,1,0,0
11333,Life in a Medieval Village,600625,1991.0,1055,en-US,3.86,0,0,0,0,0,0,1,0,0
11339,Write. Publish. Repeat. (The No-Luck-Required Guide to Self-Publishing Success),19173266,,2095,eng,4.31,1,0,0,0,0,0,0,0,0
11340,A Season of Splendor: The Court of Mrs. Astor in Gilded Age New York,3802266,2008.0,207,,3.84,0,0,0,0,0,0,1,0,0
11341,Plenty: Eating Locally on the 100-Mile Diet,2390483,2008.0,173,,3.73,0,1,0,0,0,0,1,0,0
11349,The Grand Miracle,268185,1986.0,139,en-US,4.06,0,0,0,0,0,0,0,1,0
11371,Grandma Gatewood's Walk: The Inspiring Story of the Woman Who Saved the Appalachian Trail,21822432,,1118,,4.09,0,0,0,0,0,0,1,0,0
11380,Third World America: How Our Politicians Are Abandoning the Middle Class and Betraying the American Dream,9244361,2010.0,640,,3.63,1,1,0,0,0,0,0,0,0
11423,The Age of Radiance: The Epic Rise and Dramatic Fall of the Atomic Era,18144088,2014.0,278,,3.87,0,0,0,0,0,0,1,0,0
11429,"Things I Should Have Told My Daughter: Lies, Lessons & Love Affairs",18144086,2014.0,331,,3.67,0,0,0,0,0,0,1,0,0
11456,The Accidental Guerrilla: Fighting Small Wars in the Midst of a Big One,3348656,2009.0,1517,en-US,4.06,0,1,0,0,0,0,1,0,0
11469,The Preacher and the Presidents: Billy Graham in the White House,421313,2007.0,307,,3.9,0,1,0,0,0,0,1,0,0
11480,Change: Principles of Problem Formation and Problem Resolution,789725,1974.0,275,,4.32,0,0,0,0,0,0,0,0,1
11493,Contents Under Pressure: 30 Years of Rush at Home and Away,546909,2004.0,247,,4.08,0,0,0,0,0,0,1,0,0
11498,A History of the World in 100 Objects,15704647,2012.0,275,en-US,4.18,0,0,0,0,0,0,1,0,0
11499,As Though I Had Wings: The Lost Memoir,666447,1997.0,166,,3.48,0,0,0,0,0,0,1,0,0
11545,Running on Red Dog Road: And Other Perils of an Appalachian Childhood,29348034,,277,,4.14,0,0,0,0,0,0,1,0,0
11558,Designing Interactions [With CDROM],258476,,1847,,3.96,0,0,0,0,0,0,1,0,0
11567,Deer Hunting with Jesus: Dispatches from America's Class War,2001771,2008.0,254,eng,3.85,0,1,1,0,0,0,0,0,0
11570,The Happiness Project,27800982,,649,en-US,3.58,0,0,0,0,0,0,0,1,0
11579,The Untold Story of the New Testament Church: An Extraordinary Guide to Understanding the New Testament,18938904,,123,eng,4.22,0,0,0,0,0,0,1,0,0
11595,The April Theses,1733602,2007.0,106,,4.17,0,1,0,0,0,0,0,0,1
11602,Frequency: The Power of Personal Vibration,6146896,2009.0,1009,,4.14,0,0,0,0,0,0,0,1,0
11622,Obama's America: Unmaking the American Dream,13236232,2012.0,845,,4.18,0,1,0,0,0,0,1,0,0
11632,"Introduction to Automata Theory, Languages, and Computation",1384026,2000.0,373,eng,3.96,0,0,0,0,0,0,0,0,1
11636,Your Mind Matters: The Place of the Mind in the Christian Life,725651,2006.0,267,eng,4.12,0,0,0,0,0,0,0,1,0
11661,The Story of the Pilgrims,522713,1995.0,119,en-US,3.8,0,0,0,0,0,0,1,0,0
11662,The Mastery of Love: A Practical Guide to the Art of Relationship --Toltec Wisdom Book,81939,2002.0,24718,,4.25,0,0,0,0,0,0,0,1,0
11663,Nelson Mandela,13623795,2013.0,2356,eng,4.28,0,0,0,0,0,0,1,0,0
11706,Joan of Arc: A History,24423805,,112,eng,3.7,0,0,0,0,0,0,1,0,0
11707,"Days of Rage: America's Radical Underground, the FBI, and the Forgotten Age of Revolutionary Violence",24423804,,120,,3.83,0,1,0,0,0,0,1,0,0
11710,Victoria: The Queen: An Intimate Biography of the Woman Who Ruled an Empire,24423800,,1925,eng,4.22,0,0,0,0,0,0,1,0,0
11712,The Oregon Trail: A New American Journey,24423802,,1035,en-CA,3.81,0,0,0,0,0,0,1,0,0
11721,41: A Portrait of My Father,23011921,,709,eng,4.11,0,1,0,0,0,0,1,0,0
11722,Intoxication: The Universal Drive for Mind-Altering Substances,922207,2005.0,101,,4.14,0,0,0,0,0,0,1,0,0
11742,An Enquiry Concerning Human Understanding,3951469,2008.0,144,eng,3.91,0,0,0,0,0,0,0,1,0
11754,Thoughts in Solitude,173384,1999.0,1485,,4.24,0,0,0,0,0,0,0,1,0
11757,Stuffed and Starved: The Hidden Battle for the World Food System,2122555,2008.0,107,,3.94,1,1,0,0,0,0,0,0,0
11763,The Other America: Poverty in the United States,60720,1997.0,692,en-US,4.05,0,0,1,0,0,0,1,0,0
11774,"The 4-Hour Work Week: Escape the 9-5, Live Anywhere and Join the New Rich",9278897,2011.0,1059,eng,3.84,1,0,0,0,0,0,0,1,0
11794,Six Easy Pieces: Essentials of Physics Explained by Its Most Brilliant Teacher,750788,1994.0,126,,4.19,0,0,0,0,0,0,1,1,0
11802,Long Time Gone,953032,1988.0,726,,3.91,0,0,0,0,0,0,1,0,0
11803,"A History of Philosophy, Vol. 1: Greece and Rome, From the Pre-Socratics to Plotinus",31866,1993.0,1202,eng,4.05,0,0,0,0,0,0,1,1,0
11804,The Complete Idiot's Guide to Philosophy,31863,2005.0,122,,3.42,0,0,0,0,0,0,0,1,0
11805,Discourse on Method and Meditations on First Philosophy,31862,,20952,eng,3.68,0,0,0,0,0,0,1,1,0
11806,Life,7981504,2010.0,1386,en-US,3.84,0,0,0,0,0,0,1,0,0
11808,Philosophy: 100 Essential Thinkers,31869,2003.0,259,,3.58,0,0,0,0,0,0,1,1,0
11810,On Food and Cooking: The Science and Lore of the Kitchen,101255,2004.0,10774,en-US,4.48,0,0,0,0,0,0,1,0,0
11820,I am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,21017847,,781,eng,4.07,0,1,0,0,0,0,1,0,0
11857,"The WORN Archive: A Fashion Journal about the Art, Ideas, & History of What We Wear",18465497,2014.0,102,,4.34,0,0,0,0,0,0,1,0,0
11859,Bird Sense: What It's Like to Be a Bird,13169605,2012.0,761,,3.99,0,0,0,0,0,0,1,0,0
11864,The Autobiography of Eleanor Roosevelt,22561514,,199,eng,3.89,0,1,0,0,0,0,1,0,0
11874,A Little History of Philosophy,13594119,2012.0,150,,4.1,0,0,0,0,0,0,1,1,0
11879,French Children Don't Throw Food,13410648,2012.0,198,eng,3.95,0,0,1,0,0,0,0,1,0
11891,My Brief History,18895728,,136,,3.55,0,0,0,0,0,0,1,0,0
11915,No One Cares About Crazy People: The Chaos and Heartbreak of Mental Health in America,30363776,2017.0,834,,3.92,0,1,0,0,0,0,1,0,0
11921,Srimad-Bhagavatam: Bhagavata Purana (18 Vol. Set),1900133,,175,,4.59,0,0,0,0,0,0,0,1,0
11970,"Confessions of a Radical Industrialist: How My Company and I Transformed Our Purpose, Sparked Innovation, and Grew Profits - By Respecting the Earth",6384498,2009.0,105,eng,3.95,1,0,0,0,0,0,0,0,0
11980,Guests of the Ayatollah: The First Battle in America's War With Militant Islam,9076,2006.0,2990,,4.13,0,1,0,0,0,0,1,0,0
11983,See No Evil: The True Story of a Ground Soldier in the CIA's War on Terrorism,9073,2003.0,3646,eng,3.93,0,1,0,0,0,0,1,0,0
11984,A Dangerous Place: California's Unsettling Fate,103911,,210,,3.72,0,0,0,0,0,0,1,0,0
11990,When the Rivers Run Dry: Water--The Defining Crisis of the Twenty-first Century,30050,2007.0,576,,3.92,1,0,0,0,0,0,1,0,0
12058,Digging Dinosaurs: The Search That Unraveled the Mystery of Baby Dinosaurs,1173286,1989.0,252,,3.85,0,0,0,0,0,0,1,0,0
12103,Executive Presence: What Nobody Ever Tells You about Getting Ahead,18498555,2014.0,502,,3.56,1,0,0,0,0,0,0,0,0
12139,"At the Water's Edge: Fish with Fingers, Whales with Legs, and How Life Came Ashore but Then Went Back to Sea",163529,1999.0,1508,en-US,4.07,0,0,0,0,0,0,1,0,0
12144,Idols of Perversity: Fantasies of Feminine Evil in Fin-de-Siècle Culture,447578,1988.0,406,,4.27,0,0,0,0,0,0,1,0,0
12145,A Higher Form of Killing: The Secret History of Chemical and Biological Warfare,447573,2002.0,145,eng,3.9,0,0,0,0,0,0,1,0,0
12147,"History Laid Bare: Love, Sex & Perversity from the Ancient Etruscans to Warren G. Harding",447575,,130,en-US,3.82,0,0,0,0,0,0,1,0,0
12163,Art Lover: A Biography of Peggy Guggenheim,532465,2003.0,508,,3.76,0,0,0,0,0,0,1,0,0
12169,One Perfect Day: The Selling of the American Wedding,428350,,1161,en-US,3.52,0,0,1,0,0,0,0,0,1
12177,The Deep State: The Fall of the Constitution and the Rise of a Shadow Government,25361882,2016.0,251,,4.1,0,1,0,0,0,0,1,0,0
12190,Hatred of Capitalism: A Semiotext(e) Reader,167683,2002.0,227,eng,4.16,0,1,0,0,0,0,0,1,0
12199,100 Characters from Classical Mythology: Discover the Fascinating Stories of the Greek and Roman Deities,1995220,2007.0,271,,4.11,0,0,0,0,0,0,1,0,0
12230,Sacred and Herbal Healing Beers: The Secrets of Ancient Fermentation,157268,1998.0,493,,4.21,0,0,0,0,0,0,1,0,0
12254,Shoe Dog,4030991,2016.0,5174,eng,4.44,0,0,0,0,0,0,1,0,0
12260,Straw Dogs: Thoughts on Humans and Other Animals,230733,2004.0,2324,,3.95,0,1,0,0,0,0,1,0,0
12269,Richard III and the Princes in the Tower,326959,2002.0,113,,3.7,0,0,0,0,0,0,1,0,0
12319,The Roosevelt Women: A Portrait In Five Generations,884550,1999.0,178,,3.84,0,0,0,0,0,0,1,0,0
12348,Thinking of Answers: Questions in the Philosophy of Everyday Life,7949851,,148,,3.78,0,0,0,0,0,0,0,1,0
12364,A People's History of the United States,25817436,2015.0,106,,4.07,0,1,0,0,0,0,1,0,0
12374,Martin Luther: A Man Who Changed The World,566977,,122,eng,4.27,0,0,0,0,0,0,1,0,0
12409,Bringing Up Bébé: One American Mother Discovers the Wisdom of French Parenting (now with Bébé Dayby Day: 100 Keys to French Parenting),23309061,,852,,3.95,0,0,1,0,0,0,0,1,0
12425,A Life Worth Living: Albert Camus and the Quest for Meaning,17804360,2013.0,217,,4.05,0,0,0,0,0,0,1,1,0
12428,A Treatise of Human Nature,753394,1985.0,135,en-US,3.91,0,1,0,0,0,0,0,1,0
12452,Five Quarts: A Personal and Natural History of Blood,550912,2005.0,213,,3.75,0,0,0,0,0,0,1,0,0
12464,Teaching Literature,342819,,165,,3.65,0,0,0,0,0,0,0,0,1
12475,"The Rituals of Dinner: The Origins, Evolution, Eccentricities and Meaning of Table Manners",696667,1992.0,338,eng,3.78,0,0,0,0,0,0,1,0,0
12476,Scalia: A Court of One,18775415,2014.0,125,,3.73,0,1,0,0,0,0,1,0,0
12478,Take This Man. A Memoir,18775417,2014.0,821,eng,3.68,0,0,0,0,0,0,1,0,0
12479,"Animal Madness: How Anxious Dogs, Compulsive Parrots, and Elephants in Recovery Help Us Understand Ourselves",18775413,2014.0,705,eng,3.78,0,0,0,0,0,0,1,0,0
12489,Edmund Burke: The First Conservative,16043558,2013.0,159,eng,3.81,0,1,0,0,0,0,1,0,0
12490,Foreign Policy Begins at Home: The Case for Putting America's House in Order,16043559,2013.0,167,,3.53,0,1,0,0,1,0,0,0,0
12491,"The Summer of Beer and Whiskey: How Brewers, Barkeeps, Rowdies, Immigrants, and a Wild Pennant Fight Made Baseball America's Game",16043552,2013.0,563,eng,3.66,0,0,0,0,0,0,1,0,0
12518,The Penguin Atlas of Ancient History,1714221,1986.0,119,eng,4.1,0,0,0,0,0,0,1,0,0
12558,Freedom in Exile,107459,1998.0,177,,4.24,0,0,0,0,0,0,1,1,0
12560,Three Treatises,259086,1970.0,500,eng,3.81,0,0,0,0,0,0,1,0,0
12564,Ghost Plane: The True Story of the CIA Torture Program,126321,,140,,3.84,0,1,0,0,0,0,1,0,0
12624,Frozen Planet,13081886,2011.0,158,,4.52,0,0,0,0,0,0,1,0,0
12630,The Consolations of Philosophy,18721450,,133,,3.99,0,0,0,0,0,0,1,1,0
12635,Spontaneous Happiness,11542326,2011.0,1428,,3.84,0,0,0,0,0,0,0,1,0
12710,Theology of Culture,1124327,1964.0,169,,4.04,0,0,0,0,0,0,0,1,0
12712,Why Do Catholics Do That?,379441,1995.0,711,,4.03,0,0,0,0,0,0,1,1,0
12714,The Way Forward: Renewing the American Idea,22999275,2014.0,245,eng,3.83,1,1,0,0,0,0,0,0,0
12727,La Roja: How Soccer Conquered Spain and How Spanish Soccer Conquered the World,15370201,2012.0,244,eng,3.65,0,0,0,0,0,0,1,0,0
12741,"The Rainbow Comes and Goes: A Mother and Son on Life, Love, and Loss",27064464,2016.0,141,eng,3.8,0,0,0,0,0,0,1,0,0
12780,"Command and Control: Nuclear Weapons, the Damascus Accident, and the Illusion of Safety",6452798,2013.0,5647,eng,4.22,0,1,0,0,0,0,1,0,0
12781,Drive: The Surprising Truth About What Motivates Us,6452796,2009.0,58428,,3.95,1,0,1,0,0,0,0,0,0
12784,Types and Programming Languages,112252,2002.0,392,,4.22,0,0,0,0,0,0,0,0,1
12796,Modern Buddhism: The Path of Compassion and Wisdom - (Volume 2 Tantra),11992180,2011.0,554,eng,3.75,0,0,0,0,0,0,0,1,0
12798,The Great Wall Of China,339178,1995.0,280,,3.86,0,0,0,0,0,0,1,0,0
12859,Outrageous Acts and Everyday Rebellions,887041,1987.0,103,,4.11,0,1,1,0,0,0,0,0,0
12862,On Balance,7985940,,113,,3.64,0,0,0,0,0,0,0,1,0
12870,Whistlestop: My Favorite Stories from Presidential Campaign History,28119221,2016.0,413,eng,4.03,0,1,0,0,0,0,1,0,0
12901,Political Theology: Four Chapters on the Concept of Sovereignty,279246,2006.0,806,,3.93,0,1,0,0,0,0,0,1,0
12903,The Concept of the Political,279245,1996.0,1270,eng,3.99,0,1,0,0,0,0,0,1,0
12929,The Second Amendment:: Preserving the Inalienable Right of Individual Self-Protection,1218902,2004.0,150,,4.28,0,1,0,0,0,0,1,0,0
12933,Who Betrays Elizabeth Bennet?: Further Puzzles in Classic Fiction,288299,1999.0,134,,3.6,0,0,0,0,0,0,1,0,0
12944,"Shoes Outside the Door: Desire, Devotion, and Excess at San Francisco Zen Center",1060419,2002.0,152,,3.65,0,0,0,0,0,0,1,0,0
12948,The Million Dollar Mermaid,847106,1999.0,1162,eng,3.79,0,0,0,0,0,0,1,0,0
12953,From a Logical Point of View: Nine Logico-Philosophical Essays,174471,1980.0,920,,4.11,0,0,0,0,0,0,0,1,0
12964,Village of Secrets: Defying the Nazis in Vichy France,20663052,2014.0,480,,3.63,0,0,0,0,0,0,1,0,0
12983,The Introvert Advantage: How to Thrive in an Extrovert World,18911745,,265,eng,3.88,0,0,1,0,0,0,0,1,0
13033,Pioneers of Modern Design: From William Morris to Walter Gropius,950245,1986.0,117,,3.79,0,0,0,0,0,0,1,0,0
13055,Blood in the Water: The Attica Prison Uprising of 1971 and Its Legacy,28007898,,838,eng,4.41,0,1,0,0,0,0,1,0,0
13071,Fairyland: A Memoir of My Father,18920257,,172,,3.97,0,0,0,1,0,0,1,0,0
13074,Bayonet! Forward: My Civil War Reminiscences,353136,2003.0,124,,4.25,0,0,0,0,0,0,1,0,0
13081,Island of the Lost: Shipwrecked at the Edge of the World,655570,2007.0,2416,eng,3.97,0,0,0,0,0,0,1,0,0
13104,Bill Moyers Journal: The Conversation Continues,9646033,2011.0,157,,4.23,0,1,0,0,0,0,1,0,0
13113,The Oil and the Glory: The Pursuit of Empire and Fortune on the Caspian Sea,1158554,2007.0,147,,3.94,1,0,0,0,0,0,1,0,0
13116,A God Entranced Vision of All Things: The Legacy of Jonathan Edwards,585057,2004.0,170,,4.2,0,0,0,0,0,0,1,0,0
13118,Punishing the Poor: The Neoliberal Government of Social Insecurity,6504869,2009.0,132,,4.17,0,1,1,0,0,0,0,0,0
13119,Blowing My Cover: My Life as a CIA Spy,212443,,1548,,3.27,0,1,0,0,0,0,1,0,0
13121,River of Dark Dreams: Slavery and Empire in the Cotton Kingdom,16241458,2013.0,212,eng,4.14,0,0,0,0,0,0,1,0,0
13122,"Gramophone, Film, Typewriter",212448,1999.0,217,,4.02,0,0,0,0,0,0,1,1,0
13135,One Bullet Away: The Making of a Marine Officer,116478,2006.0,6405,,4.16,0,0,0,0,0,0,1,0,0
13139,"Murder in Matera: A True Story of Passion, Family, and Forgiveness in Southern Italy",31850572,,272,,3.64,0,0,0,0,0,0,1,0,0
13167,Frederick the Great,50726,1995.0,198,,3.82,0,0,0,0,0,0,1,0,0
13197,The Age of Sustainable Development,23215948,2015.0,233,,4.23,1,1,0,0,0,0,0,0,0
13242,Turn the Ship Around!: A True Story of Turning Followers into Leaders,18162413,2013.0,651,eng,4.25,0,0,0,0,0,0,1,1,0
13263,The House of Tudor,183727,2011.0,114,,3.87,0,0,0,0,0,0,1,0,0
13272,A Lucky Child: A Memoir of Surviving Auschwitz as a Young Boy,5984399,,5892,eng,4.11,0,0,0,0,0,0,1,0,0
13295,The Complete Works Of Swami Vivekananda: V. 1,1172256,,141,,4.47,0,0,0,0,0,0,0,1,0
13297,The Way I See It,714312,1992.0,106,,3.26,0,1,0,0,0,0,0,0,0
13310,My Folks Don't Want Me to Talk about Slavery: Twenty-One Oral Histories of Former North Carolina Slaves,178690,1990.0,165,,4.16,0,0,0,0,0,0,1,0,0
13371,102 Minutes: The Untold Story of the Fight to Survive Inside the Twin Towers,11643836,2011.0,396,eng,4.23,0,0,0,0,0,0,1,0,0
13392,Mrs. Robert E. Lee: The Lady of Arlington,599293,2003.0,115,,4.18,0,0,0,0,0,0,1,0,0
13402,Vietnam: The Australian War,4294995,2007.0,137,eng,4.22,0,0,0,0,0,0,1,0,0
13409,"Their Life's Work: The Brotherhood of the 1970s Pittsburgh Steelers, Then and Now",17383116,2013.0,316,en-US,4.44,0,0,0,0,0,0,1,0,0
13417,Insane Clown President: Dispatches from the 2016 Circus,33542944,,512,,4.12,0,1,0,0,0,0,1,0,0
13442,Sinister Forces—The Manson Secret: A Grimoire of American Political Witchcraft,887390,2006.0,125,,4.33,0,1,0,0,0,0,1,0,0
13461,Radical: My Journey from Islamist Extremism to a Democratic Awakening,15761196,2012.0,102,eng,4.03,0,1,0,0,0,0,1,0,0
13475,Notes Towards the Definition of Culture,154608,1973.0,146,eng,3.62,0,0,0,0,0,0,0,1,1
13476,Himmler's Crusade: The Nazi Expedition to Find the Origins of the Aryan Race,609310,2008.0,104,,3.46,0,0,0,0,0,0,1,0,0
13512,Living the Simple Life: A Guide to Scaling Down and Enjoying More,8609,1998.0,520,,3.51,0,0,0,0,0,0,0,1,0
13518,The Simple Living Guide,8605,1997.0,956,,3.95,0,0,0,0,0,0,0,1,0
13534,Blue Sky White Stars,31626023,2017.0,595,,4.51,0,0,0,0,0,0,1,0,0
13572,Last Men Out: The True Story of America's Heroic Final Hours in Vietnam,9615639,,218,,4.01,0,0,0,0,0,0,1,0,0
13588,Jack the Ripper and the Case for Scotland Yard's Prime Suspect,9867612,2011.0,155,,3.78,0,0,0,0,0,0,1,0,0
13596,Elvis Presley,1709980,,169,,4.25,0,0,0,0,0,0,1,0,0
13602,The Universe in a Nutshell,32608,2001.0,100,,4.13,0,0,0,0,0,0,1,1,0
13642,The Doctrine of the Mean,10848210,,100,,3.78,0,0,0,0,0,0,0,1,0
13644,On the Ideal Orator,84602,2001.0,143,,3.77,0,0,0,0,0,0,1,1,0
13681,The Oath: The Obama White House and The Supreme Court,13331179,2012.0,2890,,3.98,0,1,0,0,0,0,1,0,0
13688,How Mumbo-Jumbo Conquered The World,52202,2004.0,1154,eng,3.61,0,1,0,0,0,0,1,0,0
13775,"Tom Fitzmorris's Hungry Town: A Culinary History of New Orleans, the City Where Food Is Almost Everything",6790405,2010.0,173,,3.76,0,0,0,0,0,0,1,0,0
13808,Harlem's Little Blackbird: The Story of Florence Mills,13531513,2012.0,477,eng,4.19,0,0,0,0,0,0,1,0,0
